Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix,Prix M2
20,4,212,7,1,1,1,0,0,0,0,0,1250,5.90
22,3,85,3,1,1,1,0,0,0,0,0,1250,14.71
22,1,75,3,1,1,1,1,0,1,0,1,1250,16.67
22,7,137,4,1,1,1,1,0,0,1,1,1250,9.12
22,1,75,3,1,1,1,1,0,0,0,0,1250,16.67
22,3,78,3,0,0,0,1,0,1,0,0,1250,16.03
22,1,120,5,1,1,1,0,0,0,0,0,1250,10.42
23,2,68,3,1,1,1,1,0,0,0,0,1250,18.38
25,1,100,4,1,1,1,1,0,1,0,1,1250,12.50
25,2,146,4,1,1,1,0,0,0,0,0,1250,8.56
25,5,90,5,1,1,1,1,0,0,0,0,1250,13.89
25,1,105,3,0,0,0,1,0,1,0,0,1250,11.90
26,3,80,3,1,1,1,1,0,0,0,0,1250,15.63
26,2,100,4,1,1,1,1,0,0,0,1,1250,12.50
27,3,142,4,1,1,1,1,1,1,0,1,1250,8.80
27,2,127,4,1,1,1,1,0,1,0,1,1250,9.84
27,1,108,4,1,1,1,0,0,0,0,0,1250,11.57
27,3,116,4,1,1,1,0,0,0,0,1,1250,10.78
28,1,162,4,0,0,0,1,0,1,0,0,1250,7.72
28,6,82,3,1,1,1,1,0,0,0,0,1250,15.24
4,9,120,4,1,1,1,1,0,1,0,0,1260,10.50
14,6,200,5,1,1,1,0,0,0,0,1,1265,6.33
14,6,100,4,1,1,1,1,0,1,0,0,1270,12.70
14,6,110,4,1,1,1,1,0,1,0,0,1270,11.55
25,2,70,2,0,0,0,0,0,0,0,0,1270,18.14
4,2,90,3,0,0,0,0,0,0,0,0,1280,14.22
14,1,75,3,0,0,0,0,0,0,0,0,1280,17.07
14,3,110,4,0,0,0,0,0,0,0,0,1280,11.64
15,1,68,3,1,1,1,0,0,0,0,0,1280,18.82
25,4,75,3,1,1,1,0,0,0,0,0,1280,17.07
25,2,75,3,1,1,1,0,0,1,1,0,1280,17.07
11,5,75,3,1,1,1,0,0,0,0,0,1290,17.20
22,2,125,4,1,1,1,1,0,0,0,1,1290,10.32
1,1,72,3,0,0,0,1,0,1,0,0,1650,22.92
1,1,35,2,0,0,0,0,0,0,0,0,1650,47.14
1,1,75,3,1,1,1,1,0,1,0,0,1650,22.00
1,1,91,3,1,1,1,0,0,0,0,0,1650,18.13
1,1,95,4,1,1,1,0,0,0,0,0,1700,17.89
1,1,56,2,1,1,1,0,0,0,0,0,1700,30.36
1,1,122,3,1,1,1,0,0,0,0,1,1750,14.34
1,1,100,4,1,1,1,1,0,0,0,0,1800,18.00
1,1,170,5,1,1,1,1,0,0,0,0,1800,10.59
1,1,85,3,1,1,1,0,0,1,0,1,1850,21.76
1,1,57,2,1,1,1,0,0,0,0,0,1870,32.81
2,11,80,3,0,0,0,0,0,0,0,0,1300,16.25
2,3,93,3,1,1,1,0,1,0,0,0,1300,13.98
2,5,85,4,1,1,1,1,0,1,0,0,1300,15.29
2,6,117,4,1,1,1,1,1,1,0,1,1300,11.11
2,5,76,3,1,1,1,1,0,0,0,0,1300,17.11
2,2,78,3,1,1,1,1,0,1,0,0,1300,16.67
2,11,85,3,0,0,0,1,0,0,0,0,1300,15.29
2,3,110,5,0,0,0,0,0,0,0,0,1300,11.82
2,4,87,3,1,1,1,1,0,1,0,0,1300,14.94
2,5,88,4,1,1,1,1,0,0,0,0,1300,14.77
2,4,90,3,1,1,1,0,1,0,0,0,1300,14.44
2,4,71,3,0,0,0,0,0,0,0,0,1300,18.31
2,3,98,5,0,0,0,0,0,0,0,0,1300,13.27
2,1,82,3,1,1,1,1,0,0,0,0,1300,15.85
2,1,73,3,1,1,1,1,0,0,0,0,1300,17.81
2,5,82,4,1,1,1,1,0,0,0,0,1300,15.85
2,3,74,3,1,1,1,0,0,0,0,0,1300,17.57
2,4,85,4,1,1,1,0,0,0,0,0,1300,15.29
2,5,88,4,1,1,1,1,0,0,0,0,1300,14.77
2,3,74,3,1,1,1,0,0,0,0,0,1300,17.57
3,3,140,5,1,1,1,1,0,0,0,0,1300,9.29
3,1,70,3,1,1,1,0,0,0,0,0,1300,18.57
3,5,90,3,1,1,1,0,0,0,0,0,1300,14.44
4,4,80,3,1,1,1,1,0,1,0,0,1300,16.25
4,2,120,5,1,1,1,1,0,1,0,0,1300,10.83
4,2,73,3,1,1,1,1,0,1,0,0,1300,17.81
4,8,88,3,1,1,1,0,0,0,0,0,1300,14.77
4,2,90,4,1,1,1,1,0,1,0,0,1300,14.44
4,4,113,4,1,1,1,1,0,1,0,0,1300,11.50
4,1,70,3,1,1,1,1,0,0,0,0,1300,18.57
4,5,116,4,0,0,0,0,0,0,0,0,1300,11.21
4,4,110,5,1,1,1,1,0,0,0,0,1300,11.82
4,1,240,6,1,1,1,0,0,0,0,0,1300,5.42
4,6,120,4,1,1,1,1,0,1,1,0,1300,10.83
4,3,94,4,1,1,1,1,0,1,0,0,1300,13.83
4,2,105,5,1,1,1,1,0,1,0,0,1300,12.38
4,5,90,3,1,1,1,1,0,0,0,1,1300,14.44
4,4,84,4,0,0,0,0,0,0,0,0,1300,15.48
4,1,125,4,1,1,1,0,0,0,0,0,1300,10.40
4,3,110,4,0,0,0,1,0,1,0,0,1300,11.82
4,1,210,4,1,1,1,1,0,1,0,0,1300,6.19
4,2,62,2,1,1,1,1,0,1,0,0,1300,20.97
4,1,67,4,1,1,1,1,0,0,1,0,1300,19.40
4,1,80,3,1,1,1,1,0,1,0,0,1300,16.25
4,5,80,3,1,1,1,0,0,0,0,0,1300,16.25
4,4,50,2,1,1,1,0,0,0,0,0,1300,26.00
4,1,52,2,0,0,0,0,0,0,0,0,1300,25.00
4,1,85,4,1,1,1,0,0,0,0,0,1300,15.29
4,4,100,4,0,0,0,0,0,0,0,0,1300,13.00
4,3,88,3,1,1,1,0,0,0,0,0,1300,14.77
4,2,68,3,1,1,1,0,0,0,0,0,1300,19.12
4,6,200,7,1,1,1,0,0,0,0,0,1300,6.50
5,6,90,5,1,1,1,0,0,0,0,0,1300,14.44
5,1,25,2,1,1,1,1,0,1,0,0,1300,52.00
5,1,60,3,0,0,0,0,0,0,0,0,1300,21.67
5,1,53,3,0,0,0,1,0,1,0,0,1300,24.53
5,3,40,2,1,1,1,0,0,0,0,0,1300,32.50
5,2,45,2,1,1,1,1,0,0,0,0,1300,28.89
5,3,30,2,1,1,1,0,0,0,0,0,1300,43.33
5,1,62,2,1,1,1,0,0,0,0,0,1300,20.97
6,1,75,3,1,1,1,1,0,1,0,0,1300,17.33
6,1,98,4,0,0,0,1,0,0,0,0,1300,13.27
6,1,120,5,1,1,1,1,0,1,0,0,1300,10.83
6,1,74,3,1,1,1,1,0,0,0,0,1300,17.57
6,1,70,3,1,1,1,1,0,1,0,0,1300,18.57
6,2,81,3,1,1,1,1,0,1,0,0,1300,16.05
6,1,66,3,1,1,1,0,0,0,0,0,1300,19.70
6,4,120,4,1,1,1,0,0,0,1,0,1300,10.83
6,1,110,4,0,0,0,0,0,0,0,0,1300,11.82
7,3,75,3,1,1,1,1,0,1,0,1,1300,17.33
7,4,73,3,1,1,1,1,0,0,0,0,1300,17.81
8,4,72,3,1,1,1,1,0,1,0,0,1300,18.06
8,4,49,2,1,1,1,1,0,0,0,0,1300,26.53
8,1,100,3,1,1,1,1,0,1,0,0,1300,13.00
8,2,70,4,1,1,1,1,0,0,0,0,1300,18.57
9,4,80,3,1,1,1,0,0,0,0,0,1300,16.25
9,4,110,3,1,1,1,0,0,0,0,0,1300,11.82
9,1,71,3,1,1,1,1,0,0,0,1,1300,18.31
10,4,70,3,1,1,1,1,0,1,0,0,1300,18.57
10,6,107,4,1,1,1,0,0,0,0,0,1300,12.15
10,3,110,4,1,1,1,1,0,1,0,1,1300,11.82
10,6,135,4,1,1,1,0,0,0,1,0,1300,9.63
11,2,95,4,1,1,1,1,1,0,0,0,1300,13.68
11,3,160,4,1,1,1,0,0,0,0,0,1300,8.13
11,3,165,4,1,1,1,1,0,0,0,1,1300,7.88
11,4,68,3,1,1,1,1,0,1,0,0,1300,19.12
11,4,85,4,1,1,1,0,0,0,0,0,1300,15.29
11,2,150,4,1,1,1,1,0,0,0,0,1300,8.67
11,3,157,4,1,1,1,1,0,1,0,1,1300,8.28
11,3,103,4,1,1,1,0,0,0,1,1,1300,12.62
11,2,125,3,0,0,0,0,0,0,0,0,1300,10.40
12,1,51,2,1,1,1,1,0,1,0,0,1300,25.49
12,4,130,4,1,1,1,0,0,0,0,1,1300,10.00
13,8,125,3,0,0,0,1,0,1,0,0,1300,10.40
13,13,98,4,0,0,0,0,0,0,0,0,1300,13.27
13,3,65,3,1,1,1,1,0,1,0,0,1300,20.00
14,2,90,4,1,1,1,1,1,1,0,0,1300,14.44
14,6,115,4,0,0,0,1,0,0,0,0,1300,11.30
14,2,88,3,0,0,0,0,0,0,0,0,1300,14.77
15,3,65,3,1,1,1,1,0,1,1,0,1300,20.00
15,3,94,3,1,1,1,0,0,0,0,0,1300,13.83
15,1,70,3,1,1,1,0,0,0,0,0,1300,18.57
17,5,120,4,1,1,1,0,0,0,0,0,1300,10.83
17,4,116,4,1,1,1,0,0,0,0,0,1300,11.21
18,3,120,4,1,1,1,0,0,0,0,0,1300,10.83
18,2,75,3,1,1,1,0,0,0,0,0,1300,17.33
20,2,92,4,1,1,1,0,0,1,0,0,1300,14.13
20,1,80,3,1,1,1,0,0,0,0,0,1300,16.25
20,2,83,3,1,1,1,1,0,0,1,0,1300,15.66
20,6,75,3,0,0,0,0,0,0,0,1,1300,17.33
22,5,170,5,1,1,1,0,1,0,0,1,1300,7.65
22,1,115,4,1,1,1,1,0,1,0,1,1300,11.30
22,2,80,3,1,1,1,1,0,1,0,0,1300,16.25
22,1,97,3,1,1,1,1,0,1,0,1,1300,13.40
22,4,118,5,0,0,0,0,0,0,0,0,1300,11.02
22,2,120,4,1,1,1,1,0,0,0,0,1300,10.83
22,5,123,3,1,1,1,1,0,0,0,1,1300,10.57
22,2,120,4,1,1,1,1,0,0,0,1,1300,10.83
22,2,70,3,1,1,1,1,0,1,0,0,1300,18.57
22,2,125,4,1,1,1,0,0,0,0,1,1300,10.40
22,1,120,4,1,1,1,0,0,0,0,0,1300,10.83
22,3,110,3,1,1,1,0,0,0,0,1,1300,11.82
22,3,110,4,1,1,1,0,0,0,0,1,1300,11.82
22,1,70,3,1,1,1,0,0,0,0,1,1300,18.57
23,1,70,4,1,1,1,0,0,0,0,0,1300,18.57
23,3,70,4,1,1,1,1,0,0,0,0,1300,18.57
23,2,127,4,1,1,1,0,0,0,0,0,1300,10.24
23,1,70,3,1,1,1,0,0,0,0,0,1300,18.57
24,3,120,5,1,1,1,1,0,1,0,0,1300,10.83
24,3,60,3,0,0,0,0,0,0,0,0,1300,21.67
25,3,102,3,1,1,1,1,0,1,0,0,1300,12.75
25,1,100,3,0,0,0,0,0,0,0,0,1300,13.00
25,1,140,4,1,1,1,1,0,0,0,1,1300,9.29
25,1,103,3,1,1,1,0,0,0,0,1,1300,12.62
25,4,130,3,1,1,1,1,0,1,0,1,1300,10.00
25,1,180,4,1,1,1,1,0,1,0,1,1300,7.22
25,5,146,5,1,0,1,1,0,0,0,1,1300,8.90
25,1,87,3,1,1,1,1,0,1,0,1,1300,14.94
25,4,86,4,1,1,1,1,0,0,0,0,1300,15.12
25,4,80,3,1,1,1,1,0,1,0,0,1300,16.25
25,1,150,4,1,1,1,0,0,0,1,1,1300,8.67
25,4,98,4,1,1,1,1,0,1,1,1,1300,13.27
26,2,81,4,1,1,1,1,0,0,0,0,1300,16.05
26,2,68,3,1,1,1,1,0,0,0,0,1300,19.12
26,1,80,3,1,1,1,1,1,0,0,0,1300,16.25
26,3,70,2,1,1,1,0,0,0,0,1,1300,18.57
27,4,140,4,1,1,1,0,0,1,0,0,1300,9.29
27,2,132,4,1,1,1,1,0,1,0,1,1300,9.85
27,3,116,4,1,1,1,0,0,0,0,0,1300,11.21
27,1,88,3,1,1,1,0,0,0,0,1,1300,14.77
27,1,135,4,0,0,0,0,0,0,0,0,1300,9.63
27,5,127,4,1,1,1,1,1,0,0,1,1300,10.24
27,5,70,2,1,1,1,1,0,0,0,0,1300,18.57
27,4,79,3,1,1,1,1,0,0,0,0,1300,16.46
2,1,68,3,1,1,1,0,0,0,0,0,1320,19.41
4,1,57,3,1,1,1,0,1,0,0,0,1320,23.16
14,2,100,3,1,1,1,1,0,1,0,0,1330,13.30
25,2,144,4,1,1,1,0,0,0,1,1,1330,9.24
1,1,70,3,1,1,1,0,1,0,1,0,1972,28.17
1,1,70,3,1,1,1,0,0,0,0,0,2000,28.57
1,1,100,4,0,1,1,0,1,0,0,0,2000,20.00
1,1,76,3,1,1,1,1,0,0,0,0,2000,26.32
1,1,152,5,1,1,1,0,0,0,0,1,2000,13.16
1,1,72,3,1,1,1,1,0,1,0,0,2000,27.78
2,4,72,3,1,1,1,1,0,0,0,0,1350,18.75
2,2,73,3,0,0,0,1,0,0,0,0,1350,18.49
2,2,85,3,1,1,1,1,0,1,0,0,1350,15.88
2,4,105,4,1,1,1,1,0,1,0,0,1350,12.86
2,3,72,3,1,1,1,0,0,0,0,0,1350,18.75
2,1,85,4,0,0,0,0,0,0,0,0,1350,15.88
3,1,73,3,1,1,1,1,0,0,0,0,1350,18.49
4,4,85,3,1,1,1,1,0,1,0,0,1350,15.88
4,6,110,5,1,1,1,1,0,1,0,0,1350,12.27
4,2,85,3,1,1,1,1,0,1,0,0,1350,15.88
4,2,190,6,1,0,1,0,0,0,0,0,1350,7.11
5,1,67,3,1,1,1,1,0,1,0,0,1350,20.15
5,2,70,3,1,1,1,1,0,1,0,0,1350,19.29
5,1,73,4,1,1,1,0,0,0,0,0,1350,18.49
5,4,40,3,1,1,1,0,0,0,0,0,1350,33.75
6,4,54,3,1,1,1,1,0,1,0,0,1350,25.00
7,1,100,3,1,1,1,1,0,1,0,1,1350,13.50
10,5,75,3,1,1,1,1,0,1,0,0,1350,18.00
10,3,93,3,1,1,1,1,0,1,0,1,1350,14.52
10,4,87,4,1,1,1,0,0,0,0,0,1350,15.52
12,1,78,3,1,1,1,0,0,0,0,0,1350,17.31
12,1,120,5,1,1,1,0,0,0,0,0,1350,11.25
13,10,107,3,1,1,1,0,0,0,0,0,1350,12.62
13,3,96,3,1,1,1,1,0,0,0,1,1350,14.06
14,2,108,3,0,0,0,0,0,0,0,0,1350,12.50
17,4,90,3,1,1,1,1,0,1,0,0,1350,15.00
18,1,71,3,1,1,1,0,0,0,0,0,1350,19.01
22,3,120,3,1,1,1,0,1,0,0,1,1350,11.25
22,3,80,3,1,1,0,1,1,1,0,0,1350,16.88
22,1,145,5,1,1,1,1,0,1,0,0,1350,9.31
22,4,110,4,1,1,1,1,0,1,0,0,1350,12.27
22,6,230,4,1,1,1,1,1,1,0,1,1350,5.87
22,1,95,4,1,1,1,0,0,0,0,1,1350,14.21
22,3,120,4,1,1,1,0,0,0,0,1,1350,11.25
24,1,75,3,1,1,1,1,1,1,0,1,1350,18.00
25,1,80,3,1,1,1,0,0,0,0,0,1350,16.88
25,3,135,4,1,1,1,1,0,1,0,0,1350,10.00
25,4,100,3,1,1,1,1,0,1,0,0,1350,13.50
25,1,85,4,0,0,0,0,0,0,0,0,1350,15.88
27,3,125,4,1,1,1,1,0,0,0,0,1350,10.80
27,2,99,3,1,1,1,0,0,0,0,0,1350,13.64
27,2,195,6,0,0,0,0,0,0,0,0,1350,6.92
27,3,87,4,1,1,1,1,0,0,0,0,1350,15.52
6,9,114,5,1,1,1,1,0,0,0,0,1360,11.93
4,1,110,4,1,1,1,0,0,0,0,0,1380,12.55
4,4,90,4,1,1,1,1,0,1,0,0,1380,15.33
26,2,70,3,1,1,1,1,0,0,0,0,1380,19.71
4,4,54,3,1,1,1,0,0,0,0,0,1390,25.74
25,3,95,4,1,1,1,1,0,1,0,0,1390,14.63
1,1,85,4,1,1,1,0,0,0,0,0,2142,25.20
1,1,144,4,1,1,1,1,0,0,0,0,2300,15.97
1,1,82,3,1,1,1,1,0,1,1,0,2500,30.49
1,1,73,3,0,0,0,0,0,0,0,0,2700,36.99
1,1,140,5,1,1,0,0,0,0,0,0,2800,20.00
1,2,120,5,1,1,1,0,0,0,0,0,1000,8.33
1,2,81,3,1,1,1,1,0,0,0,0,1200,14.81
1,2,75,3,1,1,1,1,0,0,0,0,1250,16.67
1,2,85,3,1,1,1,0,1,0,0,0,1250,14.71
1,2,75,4,0,0,0,0,0,0,0,0,1250,16.67
1,2,83,4,1,1,1,1,0,0,0,0,1250,15.06
1,2,78,3,0,0,0,0,0,0,0,0,1300,16.67
1,2,110,3,1,1,1,1,0,1,0,1,1400,12.73
2,4,82,3,1,1,1,1,0,0,0,0,1400,17.07
2,3,118,5,1,1,1,0,0,0,0,0,1400,11.86
2,2,75,3,1,1,1,1,0,1,0,0,1400,18.67
2,3,125,5,1,1,1,1,0,1,0,0,1400,11.20
2,3,84,4,1,1,1,1,0,1,0,0,1400,16.67
2,4,83,3,1,1,1,1,0,0,0,0,1400,16.87
2,5,105,4,1,1,1,1,0,1,0,1,1400,13.33
2,4,74,3,0,0,0,0,0,0,0,0,1400,18.92
2,5,80,3,1,1,0,0,0,0,0,0,1400,17.50
2,3,74,3,1,1,1,0,0,0,0,0,1400,18.92
4,7,90,4,1,1,1,1,0,1,0,0,1400,15.56
4,5,75,2,1,1,1,1,0,1,0,0,1400,18.67
4,5,86,4,1,1,1,0,0,0,0,0,1400,16.28
4,2,107,4,1,1,1,1,0,1,0,0,1400,13.08
4,4,105,3,0,0,0,0,0,0,0,0,1400,13.33
4,1,76,3,1,1,1,1,0,1,0,1,1400,18.42
4,3,115,5,1,1,1,1,0,1,0,0,1400,12.17
4,1,110,5,0,0,0,0,0,0,0,0,1400,12.73
4,4,86,3,1,1,1,1,0,0,0,0,1400,16.28
4,2,95,3,1,1,1,1,0,1,1,1,1400,14.74
4,1,40,3,1,1,1,0,0,0,0,0,1400,35.00
4,1,80,3,1,1,1,1,0,1,0,0,1400,17.50
4,6,106,4,1,1,1,0,0,0,0,0,1400,13.21
4,3,120,3,1,1,1,1,0,0,1,0,1400,11.67
4,1,110,4,1,1,1,1,0,1,0,0,1400,12.73
4,1,80,3,1,1,1,1,0,0,0,0,1400,17.50
4,5,75,3,1,1,1,0,0,0,0,0,1400,18.67
4,1,50,2,1,1,1,0,0,0,1,0,1400,28.00
4,3,78,4,1,1,1,0,0,0,0,0,1400,17.95
4,4,80,3,1,1,1,0,0,0,0,0,1400,17.50
4,1,174,5,0,0,0,1,0,1,0,0,1400,8.05
5,2,78,4,1,1,1,0,0,0,0,0,1400,17.95
5,2,74,4,1,1,1,1,0,1,0,0,1400,18.92
5,1,75,2,1,1,1,1,0,0,0,0,1400,18.67
6,3,70,3,1,1,1,0,0,1,0,0,1400,20.00
6,7,72,3,1,1,1,1,1,0,0,0,1400,19.44
6,14,75,3,1,1,1,1,0,1,0,0,1400,18.67
6,4,70,3,1,1,1,1,0,0,0,0,1400,20.00
6,2,80,3,1,1,1,1,0,1,0,0,1400,17.50
6,5,120,4,1,1,1,1,0,0,0,0,1400,11.67
7,4,102,4,1,1,1,0,0,0,0,0,1400,13.73
8,4,47,2,1,1,1,1,0,0,0,0,1400,29.79
8,4,85,4,1,1,1,0,0,0,0,0,1400,16.47
8,3,75,3,1,1,1,1,1,1,0,0,1400,18.67
9,3,70,3,1,1,1,0,0,0,0,0,1400,20.00
10,10,70,2,1,1,1,0,0,0,0,0,1400,20.00
10,9,52,4,1,1,1,1,0,1,1,0,1400,26.92
11,3,108,4,1,1,1,1,0,1,0,1,1400,12.96
11,1,107,4,1,1,1,1,0,0,0,0,1400,13.08
11,1,70,4,1,1,1,1,0,1,0,0,1400,20.00
11,5,100,4,1,1,1,0,0,0,1,0,1400,14.00
11,7,95,3,1,1,1,1,1,1,1,1,1400,14.74
12,3,147,4,1,1,1,0,1,0,0,0,1400,9.52
12,3,92,3,1,1,1,1,0,0,0,0,1400,15.22
12,4,59,2,1,1,1,1,0,1,0,0,1400,23.73
12,3,87,3,1,1,1,1,0,1,1,0,1400,16.09
12,1,75,2,1,1,1,0,0,0,0,0,1400,18.67
12,1,72,3,1,1,1,0,0,0,0,0,1400,19.44
12,5,74,3,1,1,1,0,0,0,0,0,1400,18.92
12,3,147,4,1,1,1,1,0,1,0,0,1400,9.52
12,3,120,4,1,1,1,1,1,1,0,0,1400,11.67
12,1,60,3,1,1,1,0,0,0,1,0,1400,23.33
12,4,144,4,1,1,1,0,0,0,1,0,1400,9.72
13,2,100,4,1,1,1,1,1,0,0,1,1400,14.00
13,1,110,5,0,0,0,0,0,0,0,0,1400,12.73
13,5,90,3,1,1,1,1,0,1,0,0,1400,15.56
13,3,65,2,1,1,1,1,0,0,0,1,1400,21.54
13,1,100,4,1,1,1,1,0,1,0,0,1400,14.00
13,2,50,2,0,0,0,0,0,0,0,0,1400,28.00
14,5,87,4,1,1,1,0,0,0,0,0,1400,16.09
14,1,105,4,1,1,1,1,0,0,0,0,1400,13.33
14,6,119,3,1,1,1,1,0,1,0,1,1400,11.76
15,1,75,3,1,1,1,0,0,0,0,0,1400,18.67
16,5,61,2,1,1,1,1,0,0,0,0,1400,22.95
17,3,110,4,0,0,0,0,0,0,0,0,1400,12.73
17,1,105,4,1,1,1,1,0,0,0,0,1400,13.33
17,4,70,3,1,1,1,1,0,0,0,0,1400,20.00
17,2,84,4,1,1,1,1,0,0,0,0,1400,16.67
17,1,96,4,1,1,1,1,1,1,0,0,1400,14.58
17,3,70,3,1,1,1,1,0,1,0,0,1400,20.00
17,4,130,4,1,1,1,0,0,0,0,0,1400,10.77
17,5,95,3,1,1,1,1,0,0,0,0,1400,14.74
17,1,80,3,1,1,1,1,0,0,0,0,1400,17.50
17,2,120,4,1,1,1,1,0,0,0,0,1400,11.67
17,5,135,4,1,1,1,0,0,0,0,1,1400,10.37
17,6,73,3,1,1,1,1,0,0,0,0,1400,19.18
17,1,89,3,1,1,1,0,0,0,0,0,1400,15.73
17,5,130,4,1,1,1,0,0,0,0,1,1400,10.77
17,3,155,4,1,1,1,0,0,0,0,0,1400,9.03
18,1,65,3,0,0,0,0,0,0,0,0,1400,21.54
18,2,110,3,1,0,1,0,0,0,0,0,1400,12.73
18,3,100,3,1,1,1,0,0,0,0,0,1400,14.00
20,1,120,4,1,1,1,1,0,0,0,1,1400,11.67
20,5,80,3,1,1,1,1,0,0,0,0,1400,17.50
20,3,70,3,1,1,1,0,0,0,0,0,1400,20.00
22,3,117,4,1,1,1,1,0,1,0,1,1400,11.97
22,2,80,3,0,0,0,0,0,0,0,0,1400,17.50
22,3,139,4,1,1,1,1,1,1,0,1,1400,10.07
22,2,80,3,1,1,1,1,0,1,1,0,1400,17.50
22,2,115,4,1,1,1,1,1,1,1,1,1400,12.17
22,4,70,2,0,1,1,0,0,0,1,0,1400,20.00
22,2,138,4,1,1,1,1,0,1,0,1,1400,10.14
22,6,212,5,1,1,1,0,0,0,0,0,1400,6.60
22,4,89,2,1,1,1,0,0,0,0,0,1400,15.73
22,6,140,5,1,1,1,1,1,1,0,0,1400,10.00
22,1,107,4,1,1,1,0,0,0,0,1,1400,13.08
22,2,115,4,1,1,1,1,0,1,0,1,1400,12.17
22,5,240,5,1,1,1,1,1,1,0,1,1400,5.83
22,1,120,4,1,1,1,1,0,1,1,1,1400,11.67
22,4,159,5,1,1,1,0,0,0,0,0,1400,8.81
22,1,107,4,1,1,1,0,1,0,1,0,1400,13.08
22,2,154,4,1,1,1,0,0,0,0,1,1400,9.09
23,2,90,4,1,1,1,1,0,0,0,0,1400,15.56
24,4,150,5,1,1,1,0,0,0,0,1,1400,9.33
24,4,78,3,1,1,1,0,0,0,0,0,1400,17.95
25,3,126,4,1,1,1,1,1,1,0,1,1400,11.11
25,4,96,4,1,1,1,0,0,0,0,0,1400,14.58
25,4,180,4,1,1,1,0,0,0,0,1,1400,7.78
25,2,85,4,0,0,0,0,0,0,0,0,1400,16.47
25,4,83,4,0,0,0,1,0,1,0,0,1400,16.87
25,4,85,4,0,0,0,0,0,0,0,0,1400,16.47
25,4,127,4,1,1,1,1,1,1,0,1,1400,11.02
25,1,110,4,1,1,1,1,0,1,0,1,1400,12.73
25,2,90,4,1,1,1,0,0,0,0,0,1400,15.56
26,1,90,3,1,1,1,0,0,0,1,1,1400,15.56
26,3,77,3,1,1,1,0,0,0,0,0,1400,18.18
27,1,110,3,1,1,1,1,0,1,0,0,1400,12.73
27,1,140,3,1,1,1,0,1,0,0,1,1400,10.00
27,2,79,3,1,1,1,1,0,0,0,0,1400,17.72
27,3,200,5,1,1,1,1,1,1,0,1,1400,7.00
27,4,130,3,1,1,1,1,0,1,0,1,1400,10.77
27,1,95,3,1,1,1,0,0,0,0,1,1400,14.74
27,1,100,3,1,1,0,0,0,0,0,1,1400,14.00
27,4,176,5,1,1,1,1,0,1,0,0,1400,7.95
27,5,140,5,1,1,1,0,0,0,0,0,1400,10.00
27,5,138,4,1,1,1,1,1,1,0,1,1400,10.14
27,1,86,3,0,0,0,0,0,0,0,0,1400,16.28
27,2,120,4,1,1,1,0,0,0,0,1,1400,11.67
27,5,110,4,1,1,1,0,0,0,0,1,1400,12.73
28,2,114,4,1,1,1,1,0,1,0,1,1400,12.28
28,1,100,3,0,0,0,1,0,1,0,0,1400,14.00
11,5,78,4,1,1,1,1,0,0,0,0,1420,18.21
25,3,95,3,1,1,1,1,0,1,0,1,1420,14.95
2,5,73,3,0,0,0,0,0,0,0,0,1430,19.59
25,4,250,4,1,1,1,0,0,0,0,1,1430,5.72
4,4,90,4,1,1,1,1,0,0,0,0,1440,16.00
4,2,65,2,1,1,1,1,0,1,0,0,1440,22.15
1,2,78,3,1,1,1,1,0,1,0,0,1400,17.95
1,2,50,2,0,0,0,0,0,0,0,0,1500,30.00
2,1,100,4,1,1,1,0,0,0,0,1,1450,14.50
2,3,85,3,0,0,0,1,0,1,0,0,1450,17.06
2,1,100,4,1,1,1,0,0,0,0,0,1450,14.50
2,4,90,4,1,1,1,0,0,0,0,0,1450,16.11
2,1,82,4,1,1,1,0,0,0,0,0,1450,17.68
2,4,80,3,1,1,1,0,0,0,0,0,1450,18.13
4,3,218,6,1,1,1,1,0,1,0,0,1450,6.65
4,5,45,2,0,0,0,1,0,1,0,0,1450,32.22
4,7,76,3,1,1,1,1,0,1,0,0,1450,19.08
4,6,68,3,1,1,1,0,0,0,0,0,1450,21.32
4,5,56,4,1,1,1,0,0,0,1,0,1450,25.89
4,4,78,2,0,0,0,0,0,0,0,0,1450,18.59
4,1,87,4,0,0,0,0,0,0,0,0,1450,16.67
5,1,60,3,1,1,1,1,0,1,0,0,1450,24.17
5,3,20,1,1,1,1,1,0,1,1,0,1450,72.50
5,1,38,2,1,1,1,1,0,1,0,0,1450,38.16
5,1,80,3,1,1,1,1,0,0,0,0,1450,18.13
5,10,35,2,1,1,1,0,0,0,0,0,1450,41.43
5,4,90,4,1,1,1,0,0,0,0,0,1450,16.11
6,3,95,4,1,1,1,0,0,0,0,0,1450,15.26
6,6,70,3,1,1,1,1,0,1,0,0,1450,20.71
6,10,75,3,1,1,1,0,0,0,0,0,1450,19.33
9,1,82,4,1,1,0,0,0,0,0,0,1450,17.68
9,5,73,3,1,1,1,0,0,0,0,0,1450,19.86
9,1,50,3,1,1,1,0,0,0,0,0,1450,29.00
9,5,8,3,1,1,1,0,0,0,1,0,1450,181.25
9,3,86,4,1,1,1,0,0,0,0,0,1450,16.86
13,5,103,3,1,1,1,0,0,0,0,0,1450,14.08
13,7,156,5,1,1,1,1,0,1,0,1,1450,9.29
17,2,180,5,1,1,1,1,0,1,0,0,1450,8.06
