Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix,Prix M2
17,3,106,4,1,1,1,0,0,0,0,0,1450,13.68
18,1,40,3,1,1,1,1,0,0,0,0,1450,36.25
20,1,70,3,1,1,1,1,0,0,0,0,1450,20.71
20,1,80,3,1,1,1,1,0,0,0,0,1450,18.13
22,3,97,3,1,1,1,0,1,0,0,1,1450,14.95
22,2,80,3,1,1,1,1,0,1,0,0,1450,18.13
24,4,90,4,1,1,1,0,0,0,0,0,1450,16.11
25,4,90,4,1,1,1,1,0,1,1,0,1450,16.11
27,3,73,3,1,1,1,0,0,0,0,0,1450,19.86
27,6,118,3,1,1,1,1,1,1,0,0,1450,12.29
27,1,80,3,1,1,1,1,0,0,0,0,1450,18.13
28,3,110,4,1,1,1,1,0,1,0,0,1450,13.18
25,3,116,3,1,1,1,1,0,1,0,1,1470,12.67
25,3,120,3,0,0,0,1,0,1,0,1,1470,12.25
10,3,83,3,1,1,1,1,0,1,0,0,1480,17.83
27,2,70,2,1,1,1,1,0,0,1,1,1480,21.14
1,2,66,3,1,1,1,1,0,0,1,0,1500,22.73
1,2,152,5,1,1,1,0,0,0,0,1,1500,9.87
1,2,90,4,1,1,1,0,0,0,0,0,1550,17.22
1,2,85,4,1,1,1,1,0,1,0,0,1550,18.24
1,2,90,4,1,1,1,1,0,1,0,0,1600,17.78
1,2,180,5,1,1,1,1,0,1,0,0,1650,9.17
1,2,90,4,1,1,1,1,0,1,0,0,1700,18.89
1,2,88,4,1,1,1,0,0,0,0,0,1700,19.32
1,2,70,3,1,1,1,1,0,0,0,0,1730,24.71
1,2,85,3,1,1,1,0,0,0,1,0,1800,21.18
1,2,1,3,1,1,1,0,0,0,0,0,1900,1900.00
1,2,100,3,1,1,0,1,1,1,1,1,2000,20.00
1,2,78,3,1,1,1,0,0,0,0,0,2074,26.59
1,2,70,3,1,1,1,0,0,0,0,0,2100,30.00
1,2,80,3,1,1,1,1,0,0,0,0,2200,27.50
1,2,85,4,1,1,1,0,0,0,0,0,2300,27.06
1,2,75,3,1,1,1,1,0,1,0,0,2500,33.33
1,2,55,2,1,1,1,1,0,0,0,0,2500,45.45
1,2,95,3,1,1,1,0,0,0,0,1,2500,26.32
1,2,68,3,1,1,1,1,0,0,0,0,2800,41.18
1,3,72,3,0,0,0,0,0,0,0,0,1000,13.89
2,1,90,4,1,1,1,0,0,0,0,0,1500,16.67
2,3,83,4,1,1,1,0,0,0,0,0,1500,18.07
2,3,80,3,1,1,1,0,0,0,0,0,1500,18.75
2,6,145,4,1,1,1,1,1,1,0,1,1500,10.34
2,6,94,3,1,1,1,1,0,1,0,0,1500,15.96
2,4,71,3,1,1,1,0,0,0,0,0,1500,21.13
2,4,75,3,1,1,1,1,0,0,0,0,1500,20.00
2,3,75,4,0,0,0,0,0,0,0,0,1500,20.00
2,3,85,4,1,1,1,0,0,0,1,0,1500,17.65
2,1,75,3,1,1,1,0,0,0,0,0,1500,20.00
2,1,71,4,0,0,0,0,0,0,0,0,1500,21.13
2,5,117,4,1,1,1,0,0,0,0,0,1500,12.82
3,4,125,5,1,1,1,1,1,0,0,0,1500,12.00
3,3,70,3,1,1,1,1,0,1,0,0,1500,21.43
3,1,70,3,1,1,1,0,0,0,0,0,1500,21.43
4,1,70,2,1,1,1,1,0,1,0,0,1500,21.43
4,4,82,3,1,1,1,1,0,1,0,0,1500,18.29
4,8,46,2,1,1,1,1,0,0,0,0,1500,32.61
4,5,75,3,1,1,1,1,0,1,0,0,1500,20.00
4,1,80,4,1,1,1,1,0,1,0,0,1500,18.75
4,3,100,4,1,1,1,1,0,1,0,0,1500,15.00
4,3,58,2,1,1,1,0,0,0,0,0,1500,25.86
4,1,96,4,1,1,1,1,0,1,0,0,1500,15.63
4,5,60,2,1,1,1,1,0,1,0,0,1500,25.00
4,5,170,5,0,0,0,1,0,1,0,0,1500,8.82
4,5,50,3,1,1,1,0,0,0,0,0,1500,30.00
4,4,98,4,0,0,0,1,0,1,0,0,1500,15.31
4,6,120,4,1,1,1,1,0,1,0,0,1500,12.50
4,7,75,3,1,1,1,1,0,1,0,0,1500,20.00
4,1,105,5,1,1,1,1,0,1,0,0,1500,14.29
4,5,120,5,1,1,1,1,0,1,1,0,1500,12.50
4,4,160,6,1,1,1,1,0,1,0,0,1500,9.38
4,1,200,6,1,1,1,1,0,0,0,0,1500,7.50
4,3,120,5,1,1,1,1,0,1,0,0,1500,12.50
4,5,110,4,1,1,1,1,0,1,1,0,1500,13.64
4,5,120,4,1,1,1,1,0,1,0,0,1500,12.50
4,1,50,2,1,1,1,0,0,0,0,0,1500,30.00
4,1,95,4,1,1,1,0,0,0,0,0,1500,15.79
4,4,96,4,1,1,1,0,0,0,0,0,1500,15.63
4,4,103,4,1,1,1,1,0,1,0,0,1500,14.56
4,1,174,5,1,1,1,1,0,1,0,0,1500,8.62
4,9,110,4,1,1,1,0,0,0,0,1,1500,13.64
4,4,74,3,0,0,0,0,0,0,0,0,1500,20.27
4,5,76,3,0,0,0,0,0,0,0,0,1500,19.74
4,4,46,3,1,1,1,0,0,0,0,0,1500,32.61
4,5,170,4,1,1,1,0,0,0,0,0,1500,8.82
4,3,110,4,0,0,0,0,0,0,0,0,1500,13.64
4,7,160,4,1,1,1,0,0,0,0,0,1500,9.38
4,4,110,4,1,1,1,0,0,0,0,0,1500,13.64
4,1,150,5,1,1,1,0,0,0,0,0,1500,10.00
4,6,90,4,1,1,1,0,0,0,0,0,1500,16.67
4,1,100,4,1,1,1,0,0,0,0,0,1500,15.00
5,2,47,2,1,1,1,1,0,1,0,0,1500,31.91
5,2,43,2,1,1,1,1,0,1,0,0,1500,34.88
5,4,38,2,1,1,1,1,0,0,0,0,1500,39.47
5,4,103,4,1,1,1,1,0,1,0,0,1500,14.56
5,4,55,3,1,1,1,1,0,1,0,0,1500,27.27
5,1,64,3,1,1,1,1,0,1,0,0,1500,23.44
5,4,101,5,1,1,1,0,0,0,0,0,1500,14.85
5,1,73,3,1,1,1,0,0,0,0,0,1500,20.55
5,2,70,3,1,1,1,1,0,1,0,0,1500,21.43
5,4,46,2,1,1,1,1,0,1,0,0,1500,32.61
5,2,115,6,1,1,1,0,0,0,0,0,1500,13.04
5,6,56,3,1,1,1,1,0,1,0,0,1500,26.79
5,3,36,3,1,1,1,0,0,0,0,0,1500,41.67
6,6,70,3,1,1,1,1,1,1,0,1,1500,21.43
6,14,75,3,0,0,0,0,0,0,0,0,1500,20.00
6,1,75,3,0,0,0,0,0,0,0,0,1500,20.00
6,6,75,3,1,1,1,1,0,1,0,0,1500,20.00
6,11,79,3,0,0,0,0,0,0,0,0,1500,18.99
6,4,100,4,1,1,1,0,0,0,0,0,1500,15.00
6,6,85,4,1,1,1,0,0,0,0,0,1500,17.65
6,6,75,3,1,1,1,1,0,1,0,0,1500,20.00
6,8,72,3,1,1,1,0,1,0,0,1,1500,20.83
6,6,74,3,1,1,1,0,0,0,0,0,1500,20.27
6,1,54,2,1,1,1,0,0,0,0,0,1500,27.78
6,5,66,3,1,1,1,0,0,0,0,0,1500,22.73
6,1,120,5,0,0,0,0,0,0,0,0,1500,12.50
6,3,120,5,1,1,1,0,0,0,0,0,1500,12.50
7,1,100,4,1,1,1,1,0,1,0,0,1500,15.00
7,1,72,3,1,1,1,1,0,0,0,0,1500,20.83
8,5,64,3,1,1,1,1,0,1,0,0,1500,23.44
8,1,67,3,0,0,0,1,0,1,0,0,1500,22.39
8,5,100,5,1,1,1,0,0,0,0,0,1500,15.00
8,1,72,3,1,1,1,1,0,1,0,0,1500,20.83
8,5,80,3,1,1,1,1,0,1,0,0,1500,18.75
8,3,49,3,1,1,1,1,0,1,0,0,1500,30.61
10,5,40,2,1,1,1,0,0,0,0,0,1500,37.50
10,2,75,3,1,1,1,1,0,1,0,0,1500,20.00
10,7,73,3,1,1,1,1,0,0,0,0,1500,20.55
10,7,56,3,1,1,1,1,0,0,1,1,1500,26.79
10,1,50,1,1,1,1,0,0,0,0,0,1500,30.00
10,1,99,4,1,1,1,1,0,1,0,0,1500,15.15
10,7,68,4,1,1,1,1,0,0,1,0,1500,22.06
11,5,90,3,1,1,1,0,0,0,1,0,1500,16.67
11,6,70,3,1,1,1,0,0,0,0,0,1500,21.43
11,2,90,3,1,1,1,1,0,1,0,0,1500,16.67
11,4,117,3,1,1,1,1,0,1,1,1,1500,12.82
12,2,75,3,1,1,1,1,0,0,0,0,1500,20.00
13,3,117,3,1,1,1,1,0,1,0,0,1500,12.82
13,5,65,2,1,1,1,1,0,0,0,0,1500,23.08
13,10,156,4,1,1,1,1,1,1,1,1,1500,9.62
13,3,100,4,1,1,1,0,0,0,0,0,1500,15.00
13,1,100,4,1,1,1,0,0,0,0,1,1500,15.00
14,6,95,4,1,1,1,1,0,1,0,0,1500,15.79
14,1,110,4,1,1,1,0,0,0,0,0,1500,13.64
14,2,47,2,1,0,1,1,0,0,0,0,1500,31.91
14,3,1,5,1,1,1,1,0,0,0,0,1500,1500.00
14,1,70,3,1,1,1,1,0,0,0,0,1500,21.43
14,1,100,4,1,1,1,1,0,1,0,1,1500,15.00
14,1,90,4,1,1,1,1,0,1,0,0,1500,16.67
14,6,130,4,0,0,0,1,0,0,0,0,1500,11.54
14,4,90,4,0,0,0,0,0,0,0,0,1500,16.67
14,1,65,3,0,0,0,1,0,0,0,0,1500,23.08
15,5,56,2,1,1,1,0,0,0,0,0,1500,26.79
15,4,120,4,1,1,1,0,0,0,0,0,1500,12.50
16,1,53,3,1,1,1,1,0,1,0,0,1500,28.30
17,3,90,3,1,1,1,0,1,0,0,0,1500,16.67
17,10,74,3,1,1,1,0,0,0,0,0,1500,20.27
17,2,62,3,1,1,1,0,0,0,1,0,1500,24.19
17,3,110,4,1,1,1,1,0,1,0,1,1500,13.64
17,1,105,4,1,1,1,1,0,0,0,0,1500,14.29
17,1,120,4,1,1,1,1,0,0,0,0,1500,12.50
17,1,115,4,1,1,1,1,1,0,0,0,1500,13.04
17,3,115,4,1,1,1,1,0,1,0,1,1500,13.04
17,2,89,3,1,1,1,1,0,0,0,0,1500,16.85
17,2,100,4,1,1,1,1,0,0,0,0,1500,15.00
17,1,67,3,1,1,1,1,0,0,0,0,1500,22.39
17,1,110,4,1,1,1,1,0,1,0,0,1500,13.64
17,5,120,4,1,1,1,0,0,0,0,0,1500,12.50
17,2,80,3,1,1,1,1,0,1,0,0,1500,18.75
17,2,65,3,1,1,1,1,0,1,0,0,1500,23.08
17,6,120,4,0,1,1,1,0,0,0,0,1500,12.50
17,2,75,3,1,1,1,1,0,0,0,0,1500,20.00
17,3,80,3,1,1,1,1,0,0,1,0,1500,18.75
20,2,120,5,1,1,1,1,0,1,0,0,1500,12.50
20,1,60,2,1,1,1,1,0,0,0,0,1500,25.00
20,3,75,3,1,1,1,1,0,0,0,0,1500,20.00
20,3,100,4,1,1,1,1,0,0,0,0,1500,15.00
20,1,120,4,0,0,0,1,0,0,0,0,1500,12.50
20,1,101,3,1,1,1,0,0,0,0,0,1500,14.85
20,1,125,5,1,1,1,1,0,1,0,1,1500,12.00
20,4,90,3,1,1,1,1,0,0,1,0,1500,16.67
20,11,110,4,1,1,1,1,0,0,0,0,1500,13.64
20,1,70,3,1,1,1,0,0,0,0,0,1500,21.43
20,1,135,4,1,1,1,0,0,0,0,0,1500,11.11
20,3,80,3,0,0,0,1,0,0,0,0,1500,18.75
20,1,73,3,1,1,1,0,0,0,0,0,1500,20.55
22,2,126,4,1,1,1,1,0,1,0,0,1500,11.90
22,4,130,4,1,1,1,0,0,0,1,1,1500,11.54
22,2,100,4,1,1,1,1,0,0,0,1,1500,15.00
22,1,80,3,1,1,1,1,0,1,1,1,1500,18.75
22,2,99,4,1,1,1,0,0,0,0,1,1500,15.15
22,3,130,3,1,1,1,1,0,1,0,1,1500,11.54
22,1,80,3,1,1,1,0,1,0,1,1,1500,18.75
22,5,99,3,1,1,1,0,0,0,0,1,1500,15.15
22,1,123,4,1,1,1,0,0,0,0,1,1500,12.20
22,3,120,5,1,1,1,1,0,0,0,0,1500,12.50
22,2,121,4,1,1,1,1,0,1,0,0,1500,12.40
22,4,105,4,1,1,1,1,0,1,0,1,1500,14.29
22,5,122,3,1,1,1,1,0,1,0,1,1500,12.30
22,3,120,4,1,1,1,1,1,1,0,1,1500,12.50
22,8,162,5,1,1,1,1,1,0,0,0,1500,9.26
22,4,70,4,1,1,1,0,0,0,0,0,1500,21.43
22,1,104,3,1,1,1,1,0,1,0,1,1500,14.42
22,3,70,3,0,0,0,1,0,1,0,0,1500,21.43
22,4,145,5,1,1,1,0,1,0,1,1,1500,10.34
22,8,138,4,0,0,0,0,0,0,0,0,1500,10.87
22,1,100,4,1,1,1,0,0,0,0,1,1500,15.00
22,3,126,4,1,1,1,0,0,0,0,0,1500,11.90
22,10,130,4,1,1,1,0,1,0,0,1,1500,11.54
22,3,140,4,1,1,1,0,0,0,0,0,1500,10.71
22,5,70,3,1,1,1,0,0,0,0,0,1500,21.43
22,2,130,4,1,1,1,0,0,0,0,0,1500,11.54
23,1,78,4,1,1,1,1,0,1,0,0,1500,19.23
23,2,54,3,1,1,1,1,0,1,0,0,1500,27.78
23,3,72,3,1,1,1,0,0,0,0,0,1500,20.83
24,5,80,4,1,1,0,0,0,0,0,0,1500,18.75
24,5,94,4,1,1,1,0,0,0,0,0,1500,15.96
25,1,107,3,1,1,1,0,0,0,0,1,1500,14.02
25,4,90,4,1,1,1,1,0,0,1,0,1500,16.67
25,2,185,5,1,1,1,1,1,1,0,1,1500,8.11
25,2,168,5,1,1,1,1,0,1,0,1,1500,8.93
25,4,120,5,1,1,1,1,0,0,0,0,1500,12.50
25,1,90,4,1,1,1,1,0,0,0,0,1500,16.67
25,3,80,4,0,0,0,0,0,0,0,0,1500,18.75
25,4,140,3,1,1,1,1,0,1,0,0,1500,10.71
25,5,80,3,1,1,1,1,0,1,0,0,1500,18.75
25,1,75,3,1,1,1,1,0,1,0,0,1500,20.00
25,2,85,4,1,1,1,0,0,0,0,0,1500,17.65
25,5,95,4,1,1,1,1,0,1,0,0,1500,15.79
25,2,125,4,1,1,1,1,0,1,0,0,1500,12.00
25,1,180,5,1,1,1,0,0,0,0,0,1500,8.33
25,4,90,4,0,0,0,0,0,0,0,0,1500,16.67
26,1,70,3,1,1,1,0,1,0,0,0,1500,21.43
26,2,165,4,1,1,1,0,0,0,1,1,1500,9.09
27,1,100,3,0,0,0,1,0,1,0,0,1500,15.00
27,1,85,3,1,1,1,0,0,0,0,1,1500,17.65
27,1,115,3,1,1,1,0,0,0,0,0,1500,13.04
27,4,220,6,1,1,1,1,1,1,1,1,1500,6.82
27,1,140,4,1,1,1,1,0,1,0,1,1500,10.71
27,4,89,3,1,1,1,1,0,0,0,1,1500,16.85
27,5,228,7,1,1,1,1,0,1,0,0,1500,6.58
27,3,120,4,1,1,1,0,0,0,0,0,1500,12.50
27,1,116,4,1,1,1,0,0,0,0,0,1500,12.93
28,4,92,4,1,1,1,0,0,0,0,0,1500,16.30
5,2,125,5,1,1,1,0,0,0,0,0,1520,12.16
6,2,75,3,1,1,1,1,0,0,0,0,1520,20.27
7,4,70,3,0,0,0,0,0,0,0,0,1520,21.71
22,8,123,3,1,1,1,1,0,1,1,0,1520,12.36
27,1,81,3,1,1,1,1,0,1,0,1,1520,18.77
28,1,100,3,1,1,1,1,0,1,0,0,1530,15.30
1,3,100,4,1,1,1,0,0,0,1,0,1250,12.50
1,3,75,3,1,1,1,1,0,1,0,0,1300,17.33
1,3,80,4,1,1,1,1,0,0,0,0,1300,16.25
1,3,70,3,1,1,1,1,0,1,0,0,1300,18.57
1,3,91,4,1,1,1,1,0,1,0,0,1300,14.29
1,3,160,4,0,0,0,1,0,1,0,1,1350,8.44
2,4,60,2,0,0,0,0,0,0,0,0,1550,25.83
2,3,70,3,1,1,1,1,0,0,0,0,1550,22.14
4,5,75,3,1,1,1,0,0,0,0,0,1550,20.67
4,2,85,3,0,0,0,0,0,0,1,0,1550,18.24
4,1,40,2,1,1,1,0,0,0,0,0,1550,38.75
5,3,93,5,1,1,1,1,0,0,0,0,1550,16.67
5,2,70,3,1,1,1,1,0,1,0,0,1550,22.14
6,1,140,4,0,0,0,0,0,0,0,0,1550,11.07
6,3,75,3,1,1,1,0,0,0,0,0,1550,20.67
6,7,65,3,1,1,1,1,0,1,0,0,1550,23.85
6,8,90,4,1,1,1,0,0,0,0,0,1550,17.22
6,7,70,3,1,1,1,1,1,0,0,0,1550,22.14
7,1,112,3,1,1,1,1,0,1,0,1,1550,13.84
9,5,85,3,1,1,1,0,0,0,1,0,1550,18.24
9,1,100,3,0,0,0,0,0,0,0,0,1550,15.50
10,3,89,3,0,0,0,0,0,0,0,0,1550,17.42
10,1,60,3,1,1,1,1,0,1,0,1,1550,25.83
11,4,117,3,1,1,1,1,0,0,0,0,1550,13.25
14,5,85,3,1,1,1,0,0,0,0,0,1550,18.24
14,4,125,5,1,1,1,0,0,0,1,0,1550,12.40
15,2,124,4,1,1,1,0,0,1,0,0,1550,12.50
17,1,130,4,0,0,0,1,0,1,0,0,1550,11.92
22,1,70,3,1,1,1,0,0,0,0,0,1550,22.14
22,3,81,3,1,1,1,0,0,0,0,1,1550,19.14
22,4,131,5,1,1,1,0,0,0,1,1,1550,11.83
25,1,80,4,0,0,0,0,0,0,0,0,1550,19.38
25,2,110,4,0,0,0,0,0,0,0,0,1550,14.09
25,3,120,4,0,0,0,1,0,1,0,0,1550,12.92
25,3,48,2,1,1,1,0,0,0,0,0,1550,32.29
26,3,100,4,1,1,1,1,0,0,0,0,1550,15.50
27,1,82,3,1,1,1,1,0,1,0,1,1550,18.90
27,1,95,3,1,1,1,0,1,0,0,1,1550,16.32
27,5,78,3,1,1,1,1,0,0,0,0,1550,19.87
27,4,98,4,1,1,1,1,0,1,0,0,1550,15.82
27,5,70,3,1,1,1,0,0,0,0,0,1550,22.14
27,7,100,4,1,1,1,0,0,1,0,0,1550,15.50
28,2,97,3,1,1,1,0,0,0,0,0,1550,15.98
1,3,180,6,1,1,0,0,0,0,0,1,1400,7.78
24,5,110,3,1,1,1,1,0,1,0,0,1570,14.27
25,2,125,5,1,1,1,1,0,1,0,0,1570,12.56
4,2,112,3,1,1,1,0,0,0,0,0,1580,14.11
1,3,168,5,1,1,1,1,0,1,0,1,1400,8.33
1,3,100,3,1,1,1,1,0,1,0,1,1400,14.00
1,3,76,3,1,1,1,0,0,0,1,0,1400,18.42
1,3,85,4,1,1,1,0,0,0,0,0,1400,16.47
1,3,74,3,1,1,1,1,0,0,1,0,1450,19.59
1,3,50,2,1,1,1,1,0,1,0,0,1450,29.00
1,3,76,3,1,1,1,1,0,1,0,0,1500,19.74
1,3,77,4,0,0,0,0,0,0,0,0,1500,19.48
2,3,128,3,1,1,1,0,0,0,0,1,1600,12.50
2,3,75,3,1,1,1,1,0,0,0,0,1600,21.33
2,1,100,4,1,1,1,1,1,0,1,0,1600,16.00
2,5,78,3,1,1,1,0,0,0,0,0,1600,20.51
2,2,125,3,1,1,1,0,0,0,0,0,1600,12.80
2,2,88,4,1,1,1,0,0,0,0,0,1600,18.18
2,2,75,3,1,1,1,1,0,0,0,0,1600,21.33
2,1,76,3,0,0,0,0,0,0,0,0,1600,21.05
2,2,109,4,1,0,1,0,0,0,0,1,1600,14.68
2,3,69,3,1,1,1,0,0,0,0,0,1600,23.19
2,2,72,3,1,1,1,0,0,0,0,0,1600,22.22
4,4,60,3,1,1,1,0,0,0,0,0,1600,26.67
4,2,140,5,0,0,0,0,0,0,0,0,1600,11.43
4,3,82,4,1,1,1,1,1,1,1,0,1600,19.51
4,1,90,3,1,1,1,1,0,1,0,0,1600,17.78
4,1,100,4,1,1,1,1,0,1,0,0,1600,16.00
4,2,60,3,1,1,1,1,0,1,0,0,1600,26.67
4,4,100,4,0,0,0,0,0,0,0,0,1600,16.00
4,1,75,3,0,0,0,0,0,0,0,0,1600,21.33
4,5,55,2,1,1,1,1,0,0,0,0,1600,29.09
4,2,87,3,1,1,1,1,1,1,0,0,1600,18.39
4,2,145,5,1,1,1,0,0,0,0,0,1600,11.03
4,4,83,3,1,1,1,1,0,0,0,0,1600,19.28
4,4,110,4,1,1,1,1,0,1,0,0,1600,14.55
4,2,200,5,1,1,1,0,0,0,0,0,1600,8.00
4,2,60,2,1,1,1,0,0,0,0,0,1600,26.67
4,5,64,3,1,1,1,0,0,0,0,0,1600,25.00
4,4,139,5,1,1,1,0,0,0,0,0,1600,11.51
4,1,85,2,0,0,0,0,0,0,0,0,1600,18.82
4,3,200,6,0,0,0,0,0,0,0,0,1600,8.00
4,3,230,7,1,1,1,0,0,0,0,0,1600,6.96
4,3,120,4,1,1,1,0,0,0,0,0,1600,13.33
4,5,55,2,0,0,0,0,0,0,0,0,1600,29.09
4,1,100,3,1,1,1,0,0,0,0,0,1600,16.00
4,3,78,3,1,1,1,0,0,0,0,0,1600,20.51
4,1,90,3,1,1,1,0,0,0,0,0,1600,17.78
4,5,130,5,1,1,1,0,0,0,0,0,1600,12.31
5,1,65,3,1,1,1,1,0,1,0,0,1600,24.62
5,1,83,4,1,1,1,1,0,1,1,0,1600,19.28
5,6,140,6,1,1,1,1,0,0,0,0,1600,11.43
5,4,45,2,1,1,1,1,0,0,0,0,1600,35.56
5,3,55,2,1,1,1,0,0,0,0,0,1600,29.09
5,2,70,3,1,1,1,0,0,0,0,0,1600,22.86
5,3,50,3,1,1,1,0,0,0,0,0,1600,32.00
5,1,43,2,1,1,1,1,0,1,0,0,1600,37.21
5,2,90,4,1,1,1,0,0,0,0,0,1600,17.78
6,12,80,3,0,1,1,1,0,0,1,0,1600,20.00
6,5,76,3,0,0,0,1,0,1,0,0,1600,21.05
6,4,98,3,1,1,1,1,0,1,0,0,1600,16.33
6,1,110,5,1,1,1,1,0,0,0,0,1600,14.55
6,4,95,4,1,1,1,1,0,0,0,0,1600,16.84
6,6,75,3,1,1,1,1,0,0,1,0,1600,21.33
6,1,84,4,1,1,1,0,0,0,0,0,1600,19.05
6,1,120,5,1,1,1,0,1,0,0,0,1600,13.33
6,4,75,3,1,1,1,0,0,0,0,0,1600,21.33
6,1,75,3,1,1,1,0,0,0,0,0,1600,21.33
6,1,75,3,1,1,1,0,0,0,0,0,1600,21.33
6,2,75,3,1,1,1,0,0,0,0,0,1600,21.33
6,1,67,3,1,1,1,0,0,0,0,1,1600,23.88
6,5,72,3,1,1,1,0,0,0,0,0,1600,22.22
7,3,180,4,1,1,1,1,0,1,0,0,1600,8.89
7,1,127,4,1,1,1,1,0,0,0,1,1600,12.60
7,1,95,3,1,1,1,1,0,1,0,0,1600,16.84
7,2,73,3,1,1,1,1,0,0,0,0,1600,21.92
8,4,75,3,1,1,1,1,0,0,0,0,1600,21.33
8,4,95,5,1,1,1,0,0,0,0,0,1600,16.84
9,5,63,3,1,1,1,1,0,0,0,0,1600,25.40
9,3,117,5,1,1,1,0,0,0,1,0,1600,13.68
9,3,84,4,1,1,1,1,0,0,0,0,1600,19.05
9,5,120,5,1,1,1,0,0,0,0,0,1600,13.33
10,4,70,3,0,1,1,0,0,0,0,0,1600,22.86
10,4,65,3,1,1,1,1,0,1,0,0,1600,24.62
10,4,50,3,1,1,1,1,0,0,0,0,1600,32.00
10,1,105,3,1,1,1,1,0,1,0,0,1600,15.24
10,1,35,2,1,1,1,1,0,1,0,0,1600,45.71
10,4,52,3,1,1,1,1,0,1,0,0,1600,30.77
10,7,90,4,1,1,1,0,0,0,1,1,1600,17.78
11,5,114,5,0,0,0,0,0,0,0,0,1600,14.04
11,4,130,5,1,1,1,0,0,0,0,1,1600,12.31
11,4,73,3,0,0,0,0,0,0,0,0,1600,21.92
11,1,80,4,0,0,0,1,0,1,0,0,1600,20.00
11,3,120,4,1,1,1,1,0,0,0,0,1600,13.33
11,4,125,4,0,0,0,0,0,0,0,0,1600,12.80
11,6,99,3,1,1,1,0,0,0,0,0,1600,16.16
12,3,56,3,1,1,1,0,0,0,1,0,1600,28.57
13,3,71,4,1,1,1,1,0,1,0,0,1600,22.54
13,2,72,3,1,1,1,1,0,1,0,0,1600,22.22
13,3,65,3,1,1,1,1,0,1,0,0,1600,24.62
13,1,160,4,1,1,1,1,1,1,0,1,1600,10.00
13,1,73,4,1,1,1,1,1,0,0,0,1600,21.92
13,3,117,3,1,1,1,1,0,1,0,1,1600,13.68
13,5,110,5,1,1,1,1,0,1,0,0,1600,14.55
13,4,78,3,1,1,1,0,0,0,1,0,1600,20.51
13,2,45,3,1,1,1,0,0,0,0,0,1600,35.56
14,2,60,3,1,1,1,1,1,0,0,0,1600,26.67
14,1,92,3,1,1,1,1,0,1,0,0,1600,17.39
14,3,90,3,1,1,1,0,0,0,0,0,1600,17.78
14,2,85,3,0,0,0,0,0,0,0,0,1600,18.82
14,1,68,2,1,1,1,1,1,1,0,0,1600,23.53
14,4,110,4,1,1,1,1,0,0,0,0,1600,14.55
14,4,100,3,1,1,1,0,0,0,0,0,1600,16.00
14,1,80,3,1,1,1,0,0,0,0,0,1600,20.00
14,2,140,5,1,1,1,0,0,0,0,1,1600,11.43
15,5,70,3,1,1,1,0,0,0,0,0,1600,22.86
15,2,72,3,1,1,1,1,0,0,0,0,1600,22.22
15,3,70,3,1,1,1,0,0,0,0,0,1600,22.86
15,5,200,6,1,1,1,0,0,0,0,0,1600,8.00
17,3,120,4,1,1,1,1,0,1,0,0,1600,13.33
17,3,85,3,1,1,1,1,0,0,0,0,1600,18.82
17,9,80,3,1,1,1,1,0,0,0,0,1600,20.00
17,1,130,5,1,1,1,1,0,0,0,0,1600,12.31
17,2,130,4,1,1,1,0,0,0,0,0,1600,12.31
17,1,96,4,1,1,1,1,0,0,0,0,1600,16.67
17,4,108,3,1,1,1,1,0,1,0,0,1600,14.81
18,2,125,4,0,1,1,0,0,0,1,1,1600,12.80
18,1,120,4,1,1,1,0,0,0,0,0,1600,13.33
18,2,80,3,1,1,1,0,0,0,0,0,1600,20.00
19,1,30,2,1,1,1,0,0,0,0,0,1600,53.33
20,1,108,3,1,1,1,1,0,0,0,0,1600,14.81
20,3,70,3,0,1,1,1,1,0,1,0,1600,22.86
20,1,80,3,1,1,1,1,0,1,1,1,1600,20.00
20,2,80,3,1,1,1,1,0,0,0,0,1600,20.00
20,4,95,3,1,1,1,1,0,1,0,0,1600,16.84
22,8,123,3,1,1,1,0,0,0,0,0,1600,13.01
22,4,65,2,0,0,0,0,0,1,0,0,1600,24.62
22,1,105,4,1,1,1,1,0,0,0,0,1600,15.24
22,4,60,2,1,1,1,0,0,0,0,0,1600,26.67
22,4,154,4,1,1,1,0,0,0,0,0,1600,10.39
22,2,109,4,1,1,1,0,0,0,0,0,1600,14.68
22,3,120,4,1,1,1,1,0,0,0,0,1600,13.33
22,1,100,2,0,1,1,0,0,0,0,1,1600,16.00
22,1,157,5,1,1,1,1,0,0,0,0,1600,10.19
22,2,110,4,1,1,1,0,0,0,0,0,1600,14.55
22,4,120,5,1,1,1,0,0,0,0,0,1600,13.33
22,2,80,3,1,1,1,1,0,1,0,0,1600,20.00
22,1,150,4,1,1,1,0,1,0,0,0,1600,10.67
22,7,138,4,1,1,1,0,0,0,0,1,1600,11.59
22,8,110,4,1,1,1,0,0,0,0,1,1600,14.55
22,2,120,5,1,1,1,0,0,0,0,0,1600,13.33
23,2,85,3,1,1,1,1,0,0,0,0,1600,18.82
23,2,126,3,1,1,1,0,1,0,0,1,1600,12.70
24,3,72,3,1,1,1,1,0,1,0,1,1600,22.22
24,5,80,4,1,1,1,0,0,0,0,0,1600,20.00
24,2,150,5,1,1,1,0,0,0,0,0,1600,10.67
25,2,150,5,1,1,1,0,0,0,0,1,1600,10.67
