Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
4,4.0,120,4.0,1,1,1,1,0,0,0,0,2300.0
4,4.0,140,6.0,1,1,1,1,0,1,0,0,2600.0
4,3.0,135,5.0,1,1,1,1,0,1,0,0,2700.0
4,4.0,73,3.0,1,1,1,1,0,0,0,0,1700.0
4,6.0,180,5.0,0,1,1,0,0,1,0,0,2000.0
4,5.0,145,5.0,1,1,1,1,0,1,0,0,1250.0
4,2.0,85,3.0,1,1,1,1,0,1,0,0,1200.0
4,2.0,73,3.0,1,1,1,1,0,0,0,0,1800.0
4,1.0,76,3.0,1,1,1,1,0,1,0,1,1400.0
4,2.0,87,3.0,1,1,1,1,1,1,0,0,1600.0
4,3.0,115,5.0,1,1,1,1,0,1,0,0,1400.0
4,5.0,30,3.0,0,1,1,1,0,1,1,0,1100.0
4,5.0,80,4.0,0,0,0,0,0,0,0,0,2400.0
4,4.0,110,5.0,1,1,1,1,0,0,0,0,1300.0
4,2.0,145,5.0,0,0,0,1,0,0,0,0,1000.0
4,1.0,240,6.0,1,1,1,0,0,0,0,0,1300.0
4,1.0,95,5.0,1,1,1,1,0,1,0,0,2550.0
4,4.0,100,5.0,1,1,1,0,0,0,0,0,3000.0
4,4.0,26,1.0,1,1,1,1,0,1,0,0,2250.0
4,1.0,105,5.0,1,1,1,1,0,1,0,0,1500.0
4,4.0,90,4.0,1,1,1,0,0,0,0,0,1700.0
4,3.0,170,5.0,1,1,1,1,0,0,0,0,2200.0
4,5.0,130,4.0,0,0,0,0,0,0,0,0,1250.0
4,2.0,86,4.0,1,1,1,1,0,1,0,0,2400.0
4,5.0,120,5.0,1,1,1,1,0,1,1,0,1500.0
4,4.0,70,3.0,0,0,0,0,0,0,0,0,1200.0
4,1.0,110,4.0,1,1,1,0,0,0,0,0,1380.0
4,4.0,120,4.0,1,1,1,1,0,1,0,0,2200.0
4,1.0,94,4.0,1,1,1,1,0,1,0,0,2200.0
4,5.0,120,5.0,0,0,0,0,0,0,0,0,2500.0
4,2.0,125,5.0,1,1,1,1,0,1,0,0,2000.0
4,1.0,110,5.0,0,0,0,0,0,0,0,0,1400.0
4,5.0,155,5.0,1,1,1,1,0,0,1,0,2200.0
4,6.0,90,3.0,1,1,1,0,0,0,0,0,1700.0
4,1.0,60,2.0,1,1,1,1,0,1,0,0,1200.0
4,2.0,120,5.0,1,1,1,1,0,1,0,0,1050.0
4,4.0,120,5.0,1,1,1,1,0,1,0,0,1100.0
4,5.0,120,4.0,0,0,0,1,0,0,0,0,1700.0
4,4.0,120,4.0,1,1,1,1,0,1,0,0,1000.0
4,2.0,210,6.0,1,1,1,1,0,0,0,0,1000.0
4,6.0,120,4.0,1,1,1,1,0,1,1,0,1300.0
4,2.0,87,3.0,1,1,1,1,0,1,0,0,1700.0
4,3.0,94,4.0,1,1,1,1,0,1,0,0,1300.0
4,1.0,70,4.0,1,1,1,1,0,0,0,0,1800.0
4,2.0,145,5.0,1,1,1,0,0,0,0,0,1600.0
4,4.0,86,3.0,1,1,1,1,0,0,0,0,1400.0
4,2.0,105,5.0,1,1,1,1,0,1,0,0,1300.0
4,2.0,95,3.0,1,1,1,1,0,1,1,1,1400.0
4,3.0,126,5.0,1,1,1,1,0,0,1,0,1100.0
4,4.0,84,4.0,1,1,1,1,0,0,1,0,2300.0
4,1.0,37,2.0,1,1,1,1,0,0,0,0,1000.0
4,1.0,40,3.0,1,1,1,0,0,0,0,0,1400.0
4,4.0,83,3.0,1,1,1,1,0,0,0,0,1600.0
4,4.0,160,6.0,1,1,1,1,0,1,0,0,1500.0
4,2.0,90,4.0,1,1,1,1,0,0,0,0,1700.0
4,1.0,80,3.0,1,1,1,1,0,1,0,0,1400.0
4,1.0,200,6.0,1,1,1,1,0,0,0,0,1500.0
4,4.0,100,5.0,1,1,1,1,0,0,1,0,1100.0
4,5.0,90,3.0,1,1,1,1,0,0,0,1,1300.0
4,3.0,120,5.0,1,1,1,1,0,1,0,0,1500.0
4,3.0,100,5.0,1,1,1,1,0,1,1,0,1100.0
4,5.0,192,6.0,1,1,1,1,0,0,0,0,1850.0
4,3.0,44,2.0,1,1,1,1,0,1,0,0,1200.0
4,2.0,120,5.0,1,1,1,1,0,1,0,0,2700.0
4,5.0,130,5.0,1,1,1,1,0,0,0,0,1000.0
4,1.0,70,3.0,0,0,0,1,0,1,0,0,1800.0
4,2.0,130,5.0,1,1,1,0,0,0,0,0,1700.0
4,3.0,70,4.0,1,0,1,1,1,0,0,0,1250.0
4,1.0,100,4.0,1,1,1,0,0,0,0,0,1200.0
4,1.0,170,4.0,1,1,1,1,1,0,1,1,1800.0
4,5.0,75,3.0,1,1,1,0,0,0,0,0,1100.0
4,2.0,50,2.0,1,1,1,1,0,0,0,0,1200.0
4,5.0,140,6.0,1,1,1,0,0,0,0,0,1000.0
4,4.0,67,3.0,1,1,1,1,0,1,0,0,1200.0
4,6.0,106,4.0,1,1,1,0,0,0,0,0,1400.0
4,4.0,110,4.0,1,1,1,1,0,1,0,0,1600.0
4,5.0,110,4.0,1,1,1,1,0,1,1,0,1500.0
4,6.0,86,4.0,1,1,1,1,0,0,0,0,2000.0
4,4.0,72,3.0,1,1,1,1,0,1,0,0,1000.0
4,7.0,76,3.0,1,1,1,1,0,1,0,0,1450.0
4,4.0,84,4.0,0,0,0,0,0,0,0,0,1300.0
4,3.0,120,3.0,1,1,1,1,0,0,1,0,1400.0
4,5.0,120,4.0,1,1,1,1,0,1,0,0,1500.0
4,3.0,67,3.0,1,1,1,1,0,1,0,0,1640.0
4,5.0,160,4.0,0,0,0,0,0,0,0,0,1800.0
4,1.0,125,4.0,1,1,1,0,0,0,0,0,1300.0
4,4.0,96,4.0,1,1,1,0,0,0,0,0,1700.0
4,4.0,96,4.0,1,1,1,1,0,1,0,0,2200.0
4,2.0,90,3.0,0,0,0,0,0,0,0,0,1280.0
4,6.0,68,3.0,1,1,1,0,0,0,0,0,1450.0
4,5.0,75,3.0,1,1,1,1,0,0,0,0,1850.0
4,4.0,115,4.0,1,1,1,0,0,0,0,0,1800.0
4,5.0,90,4.0,1,1,1,1,0,1,0,0,2000.0
4,8.0,170,5.0,1,1,1,1,0,1,0,0,2200.0
4,3.0,110,4.0,0,0,0,1,0,1,0,0,1300.0
4,2.0,200,5.0,1,1,1,0,0,0,0,0,1600.0
4,1.0,160,4.0,0,0,0,1,0,1,0,0,2370.0
4,4.0,100,5.0,1,1,1,0,0,0,0,0,2200.0
4,2.0,115,5.0,1,1,1,1,0,1,0,0,1800.0
4,4.0,95,5.0,1,1,1,0,0,0,1,0,1800.0
4,1.0,95,4.0,1,1,1,0,0,0,0,0,1500.0
4,8.0,84,4.0,1,1,1,0,0,0,0,0,1800.0
4,4.0,94,4.0,1,1,1,1,0,1,0,1,2300.0
4,1.0,110,4.0,1,1,1,1,0,1,0,0,1400.0
4,4.0,113,5.0,1,1,1,0,0,0,0,0,1950.0
4,1.0,80,3.0,1,1,1,1,0,0,0,0,1400.0
4,1.0,70,3.0,1,1,1,0,0,0,0,0,1800.0
4,4.0,95,4.0,1,1,1,1,0,0,0,0,1100.0
4,5.0,97,4.0,1,1,1,0,0,0,0,0,1900.0
4,5.0,59,3.0,1,1,1,0,0,0,0,0,1690.0
4,3.0,150,5.0,1,1,1,0,0,0,0,0,1000.0
4,3.0,120,4.0,1,1,1,0,0,0,0,0,1220.0
4,2.0,56,3.0,1,1,1,0,0,0,0,0,1650.0
4,4.0,96,4.0,1,1,1,0,0,0,0,0,1500.0
4,2.0,86,3.0,0,0,0,0,0,0,0,0,1800.0
4,3.0,180,8.0,1,1,1,1,0,1,0,0,1620.0
4,1.0,210,4.0,1,1,1,1,0,1,0,0,1300.0
4,4.0,80,3.0,1,1,1,1,0,1,0,0,1200.0
4,1.0,60,3.0,1,1,1,1,0,1,0,0,1690.0
4,5.0,200,5.0,1,1,1,0,0,0,0,0,1900.0
4,6.0,176,4.0,1,1,1,0,0,0,0,0,2200.0
4,4.0,90,4.0,1,1,1,1,0,1,0,0,1380.0
4,1.0,170,6.0,1,1,1,0,1,0,1,0,2600.0
4,3.0,78,4.0,1,1,1,1,0,1,0,0,1780.0
4,1.0,127,5.0,0,0,0,1,0,1,0,0,2300.0
4,3.0,130,6.0,1,1,1,1,0,1,0,0,2200.0
4,1.0,86,4.0,0,0,0,0,0,0,0,0,2100.0
4,2.0,127,6.0,1,1,1,0,0,0,0,0,1750.0
4,4.0,65,3.0,1,1,1,0,0,0,0,0,1880.0
4,4.0,103,4.0,1,1,1,1,0,1,0,0,1500.0
4,1.0,104,4.0,1,1,1,0,0,0,0,0,1700.0
4,3.0,85,3.0,0,0,0,0,0,0,0,0,1700.0
4,4.0,54,3.0,1,1,1,0,0,0,0,0,1390.0
4,5.0,75,3.0,1,1,1,0,0,0,0,0,1400.0
4,5.0,64,3.0,1,1,1,0,0,0,0,0,1800.0
4,5.0,110,5.0,1,1,1,0,0,0,0,0,1800.0
4,1.0,70,3.0,1,1,1,0,0,0,0,0,1650.0
4,1.0,174,5.0,1,1,1,1,0,1,0,0,1500.0
4,3.0,78,4.0,1,1,1,0,0,0,0,0,1400.0
4,1.0,67,4.0,1,1,1,1,0,0,1,0,1300.0
4,2.0,100,4.0,1,1,1,0,0,0,1,0,2000.0
4,2.0,54,4.0,1,1,1,1,0,0,0,0,1700.0
4,4.0,80,3.0,1,1,1,0,0,0,0,0,1400.0
4,6.0,56,3.0,0,0,0,0,0,0,0,0,1150.0
4,1.0,58,2.0,0,0,0,0,0,0,0,0,1250.0
4,1.0,174,5.0,0,0,0,1,0,1,0,0,1400.0
4,5.0,64,3.0,1,1,1,0,0,0,0,0,1600.0
4,3.0,200,5.0,0,0,0,0,0,0,0,0,3000.0
4,9.0,110,4.0,1,1,1,0,0,0,0,1,1500.0
4,4.0,74,3.0,0,0,0,0,0,0,0,0,1500.0
4,1.0,80,3.0,1,1,1,1,0,1,0,0,1300.0
4,2.0,118,5.0,1,1,1,0,0,0,0,1,2300.0
4,5.0,56,4.0,1,1,1,0,0,0,1,0,1450.0
4,1.0,130,5.0,1,1,1,0,0,0,0,0,2500.0
4,4.0,110,5.0,0,0,0,0,0,0,0,0,2200.0
4,4.0,139,5.0,1,1,1,0,0,0,0,0,1600.0
4,5.0,28,1.0,0,0,0,0,0,0,0,0,2000.0
4,5.0,80,3.0,1,1,1,0,0,0,0,0,1300.0
4,5.0,76,3.0,0,0,0,0,0,0,0,0,1500.0
4,4.0,46,3.0,1,1,1,0,0,0,0,0,1500.0
4,5.0,90,4.0,1,1,1,0,0,0,0,0,1680.0
4,3.0,97,4.0,1,1,1,0,0,0,0,0,1700.0
4,1.0,67,3.0,1,1,1,0,0,0,0,0,1800.0
4,1.0,84,4.0,1,1,1,0,0,0,0,0,1900.0
4,3.0,200,6.0,0,0,0,0,0,0,0,0,1600.0
4,1.0,120,6.0,0,0,0,0,0,0,0,0,1900.0
4,2.0,90,4.0,1,1,1,0,0,0,0,0,2000.0
4,2.0,190,6.0,1,0,1,0,0,0,0,0,1350.0
4,5.0,165,5.0,0,0,0,0,0,0,0,0,2400.0
4,3.0,230,7.0,1,1,1,0,0,0,0,0,1600.0
4,5.0,75,3.0,1,1,1,0,0,0,0,0,1550.0
4,2.0,63,3.0,1,1,1,0,0,0,0,0,1650.0
4,2.0,85,3.0,0,0,0,0,0,0,1,0,1550.0
4,4.0,100,4.0,1,1,1,0,0,0,0,0,1800.0
4,4.0,150,6.0,0,0,0,0,0,0,0,0,2200.0
4,2.0,150,4.0,0,0,0,0,0,0,0,0,1700.0
4,2.0,180,5.0,1,1,1,0,0,0,1,0,2000.0
4,3.0,120,4.0,1,1,1,0,0,0,0,0,1600.0
4,3.0,90,4.0,0,0,0,0,0,0,0,0,1800.0
4,2.0,127,5.0,1,1,1,0,0,0,0,0,2000.0
4,4.0,100,4.0,0,0,0,0,0,0,0,0,1850.0
4,1.0,220,4.0,1,1,1,0,0,0,0,0,1000.0
4,1.0,110,4.0,1,1,1,0,0,0,0,0,1750.0
4,1.0,154,5.0,1,1,1,0,0,0,0,0,1750.0
4,5.0,170,4.0,1,1,1,0,0,0,0,0,1500.0
4,5.0,78,3.0,1,1,1,0,0,0,0,0,1650.0
4,5.0,130,5.0,0,0,0,0,0,0,0,0,1700.0
4,5.0,65,3.0,1,1,1,0,0,0,0,0,1100.0
4,7.0,54,2.0,1,1,1,0,0,0,1,0,1200.0
4,2.0,95,4.0,1,1,1,0,0,0,0,0,2400.0
4,3.0,85,4.0,1,1,1,0,0,0,0,0,1900.0
4,3.0,110,4.0,0,0,0,0,0,0,0,0,1500.0
4,3.0,120,5.0,0,0,0,0,0,0,0,0,1800.0
4,2.0,112,3.0,1,1,1,0,0,0,0,0,1580.0
4,1.0,85,4.0,1,1,1,0,0,0,0,0,1300.0
4,7.0,160,4.0,1,1,1,0,0,0,0,0,1500.0
4,1.0,173,5.0,1,1,1,0,1,0,0,1,2000.0
4,5.0,180,6.0,1,1,1,0,0,0,0,0,1200.0
4,1.0,87,4.0,0,0,0,0,0,0,0,0,1450.0
4,4.0,95,4.0,1,1,1,0,0,0,0,0,1950.0
4,4.0,100,4.0,0,0,0,0,0,0,0,0,1300.0
4,1.0,127,4.0,1,1,1,0,0,0,0,0,1700.0
4,3.0,120,5.0,0,0,0,0,0,0,0,0,1900.0
4,1.0,73,3.0,1,1,1,0,0,0,0,0,1700.0
4,4.0,60,3.0,1,1,1,0,0,0,0,0,1800.0
4,2.0,140,5.0,1,1,1,0,0,0,0,0,1780.0
4,2.0,85,3.0,1,1,1,0,0,0,0,0,1800.0
4,4.0,110,4.0,1,1,1,0,0,0,0,0,1500.0
4,3.0,90,3.0,1,1,1,0,0,0,1,0,1200.0
4,3.0,88,3.0,1,1,1,0,0,0,0,0,1300.0
4,1.0,150,5.0,1,1,1,0,0,0,0,0,1500.0
4,4.0,120,4.0,1,1,1,0,0,0,0,0,1950.0
4,2.0,68,3.0,1,1,1,0,0,0,0,0,1300.0
4,1.0,100,3.0,1,1,1,0,0,0,0,0,1600.0
4,3.0,78,3.0,1,1,1,0,0,0,0,0,1600.0
4,2.0,190,6.0,1,1,1,0,0,0,0,0,1700.0
4,3.0,75,3.0,1,1,1,0,0,0,0,0,1700.0
4,2.0,85,4.0,1,1,1,0,0,0,0,0,2000.0
4,3.0,100,4.0,1,1,1,0,0,0,0,0,1100.0
4,1.0,90,3.0,1,1,1,0,0,0,0,0,1600.0
4,6.0,118,3.0,1,1,1,0,0,0,1,0,1700.0
4,6.0,200,7.0,1,1,1,0,0,0,0,0,1300.0
4,5.0,130,5.0,1,1,1,0,0,0,0,0,1600.0
4,4.0,130,5.0,1,1,1,0,0,0,0,0,2000.0
4,2.0,90,3.0,1,1,1,0,0,0,0,0,1000.0
4,6.0,90,4.0,1,1,1,0,0,0,0,0,1500.0
4,2.0,55,2.0,1,1,0,0,0,0,0,0,1100.0
4,3.0,240,7.0,1,1,1,0,0,0,0,0,2500.0
4,1.0,100,4.0,1,1,1,0,0,0,0,0,1500.0
4,3.0,216,6.0,1,1,1,0,0,0,0,0,2200.0
4,5.0,200,7.0,1,1,1,0,0,0,0,0,2000.0
4,4.0,100,4.0,1,1,1,0,0,0,0,0,2000.0
5,2.0,70,3.0,1,1,1,1,0,1,0,0,1200.0
5,1.0,1,1.0,0,0,0,0,0,0,0,0,1000.0
5,3.0,55,2.0,1,1,1,1,0,0,0,0,1100.0
5,1.0,60,3.0,1,1,1,1,0,1,0,0,1450.0
5,6.0,90,5.0,1,1,1,0,0,0,0,0,1300.0
5,4.0,60,3.0,1,1,1,1,0,1,0,0,1150.0
5,1.0,63,3.0,1,1,1,1,0,1,0,0,1100.0
5,1.0,65,3.0,1,1,1,1,0,1,0,0,1600.0
5,3.0,93,5.0,1,1,1,1,0,0,0,0,1550.0
5,1.0,80,4.0,1,1,1,1,0,1,0,0,1700.0
5,3.0,20,1.0,1,1,1,1,0,1,1,0,1450.0
5,2.0,70,3.0,1,1,1,1,0,1,0,0,1550.0
5,4.0,103,4.0,1,1,1,1,0,1,0,0,1500.0
5,1.0,83,4.0,1,1,1,1,0,1,1,0,1600.0
5,1.0,110,5.0,1,1,1,1,0,0,0,0,2500.0
5,6.0,140,6.0,1,1,1,1,0,0,0,0,1600.0
5,2.0,70,3.0,1,1,1,1,0,0,0,0,1000.0
5,5.0,85,4.0,1,1,1,0,0,0,0,0,1100.0
5,2.0,78,4.0,1,1,1,0,0,0,0,0,1400.0
5,3.0,25,1.0,1,1,1,1,0,1,0,0,2800.0
5,4.0,250,9.0,1,1,1,1,0,1,0,0,2300.0
5,4.0,55,3.0,1,1,1,1,0,1,0,0,1500.0
5,5.0,118,4.0,1,1,1,1,0,1,0,0,1800.0
5,2.0,85,4.0,1,1,1,1,0,0,0,0,2400.0
5,3.0,100,5.0,1,1,1,0,0,0,0,0,1800.0
5,1.0,75,4.0,1,1,1,1,0,1,0,0,1200.0
5,1.0,67,3.0,1,1,1,1,0,1,0,0,1350.0
5,1.0,40,2.0,1,1,1,1,0,1,0,0,1100.0
5,5.0,85,4.0,1,1,1,1,0,1,0,0,2250.0
5,3.0,80,4.0,1,1,1,0,0,0,0,0,1120.0
5,1.0,42,2.0,1,1,1,1,0,0,0,0,1200.0
5,4.0,105,5.0,1,1,1,1,0,1,0,0,1100.0
5,1.0,80,3.0,1,1,1,1,0,0,0,0,1450.0
5,5.0,72,4.0,1,1,1,1,0,0,0,0,2300.0
5,5.0,40,3.0,1,1,1,1,0,1,0,0,1800.0
5,1.0,67,4.0,1,1,1,1,0,0,0,0,2000.0
5,2.0,70,3.0,1,1,0,0,0,0,0,0,1100.0
5,1.0,65,4.0,1,1,1,1,0,1,0,0,2400.0
5,5.0,85,4.0,1,1,1,0,0,1,0,0,2000.0
5,1.0,64,3.0,1,1,1,1,0,1,0,0,1500.0
5,2.0,70,3.0,1,1,1,1,0,1,0,0,1350.0
5,1.0,100,5.0,1,1,1,1,0,0,0,0,1900.0
5,1.0,60,3.0,0,0,0,0,0,0,0,0,1300.0
5,3.0,20,1.0,1,1,1,1,0,1,1,0,1800.0
5,4.0,96,4.0,0,0,0,0,0,0,0,0,2400.0
5,2.0,74,4.0,1,1,1,1,0,1,0,0,1400.0
5,1.0,53,3.0,0,0,0,1,0,1,0,0,1300.0
5,2.0,45,2.0,1,1,1,1,0,0,0,0,1200.0
5,2.0,80,4.0,0,0,0,0,0,0,0,0,1930.0
5,4.0,101,5.0,1,1,1,0,0,0,0,0,1500.0
5,1.0,73,3.0,1,1,1,0,0,0,0,0,1500.0
5,2.0,57,3.0,1,1,1,0,0,0,0,0,1850.0
5,1.0,75,4.0,1,1,1,0,0,0,0,0,1200.0
5,2.0,70,3.0,1,1,1,0,0,0,0,0,1600.0
5,2.0,70,3.0,1,1,1,1,0,1,0,0,1500.0
5,1.0,98,4.0,0,0,0,0,0,0,0,0,2000.0
5,3.0,110,4.0,0,0,0,0,0,0,0,0,1900.0
5,3.0,50,3.0,1,1,1,0,0,0,0,0,1600.0
5,1.0,73,4.0,1,1,1,0,0,0,0,0,1350.0
5,1.0,85,3.0,0,0,0,0,0,0,0,0,1150.0
5,5.0,40,3.0,1,1,1,1,0,1,0,0,1100.0
5,5.0,89,4.0,1,1,1,0,0,0,0,0,1620.0
5,2.0,115,6.0,1,1,1,0,0,0,0,0,1500.0
5,3.0,55,3.0,1,1,1,0,0,0,0,0,1700.0
5,2.0,125,5.0,1,1,1,0,0,0,0,0,1520.0
5,1.0,150,8.0,1,1,1,0,0,0,0,0,1750.0
5,4.0,46,2.0,0,0,0,0,0,0,0,0,1050.0
5,4.0,90,4.0,1,1,1,0,0,0,0,0,1450.0
5,6.0,56,3.0,1,1,1,1,0,1,0,0,1500.0
5,3.0,36,3.0,1,1,1,0,0,0,0,0,1500.0
5,3.0,90,4.0,1,1,1,0,0,0,0,0,2000.0
5,2.0,90,4.0,1,1,1,0,0,0,0,0,1600.0
5,4.0,40,3.0,1,1,1,0,0,0,0,0,1350.0
5,1.0,50,3.0,1,1,1,0,0,0,0,0,1700.0
6,4.0,67,3.0,1,1,1,0,0,0,0,0,1750.0
6,3.0,95,4.0,1,1,1,0,0,0,0,0,1450.0
6,6.0,70,3.0,1,1,1,1,0,1,0,0,1450.0
6,5.0,106,5.0,1,1,1,0,0,0,0,1,1250.0
6,4.0,56,3.0,1,1,1,1,0,1,0,0,1100.0
6,5.0,121,5.0,0,0,0,0,0,0,0,0,1100.0
6,4.0,100,4.0,1,1,1,0,0,0,0,0,1000.0
6,5.0,115,5.0,1,1,1,0,0,0,0,0,1000.0
6,1.0,75,3.0,1,1,1,1,0,1,0,0,1300.0
6,3.0,70,3.0,1,1,1,0,0,1,0,0,1400.0
6,3.0,90,4.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,86,4.0,1,1,1,1,0,0,0,0,1800.0
6,13.0,137,5.0,1,1,1,0,0,0,0,0,1000.0
6,4.0,54,3.0,1,1,1,1,0,1,0,0,1350.0
6,1.0,120,5.0,1,1,1,1,1,1,0,0,1200.0
6,1.0,98,4.0,0,0,0,1,0,0,0,0,1300.0
6,1.0,140,4.0,0,0,0,0,0,0,0,0,1550.0
6,1.0,100,4.0,1,1,1,1,1,0,1,0,1180.0
6,7.0,75,3.0,1,1,1,1,0,1,0,0,1200.0
6,3.0,75,3.0,1,1,1,0,0,0,0,0,1550.0
6,9.0,114,5.0,1,1,1,1,0,0,0,0,1360.0
6,2.0,100,4.0,1,1,1,1,1,0,0,0,2450.0
6,1.0,120,5.0,1,1,1,1,0,1,0,0,1300.0
6,1.0,75,3.0,1,1,1,1,0,0,0,0,1100.0
6,7.0,72,3.0,1,1,1,1,1,0,0,0,1400.0
6,1.0,85,4.0,1,1,1,0,0,0,0,0,1700.0
6,12.0,80,3.0,0,1,1,1,0,0,1,0,1600.0
6,5.0,100,4.0,0,1,1,1,0,0,0,0,1950.0
6,5.0,76,3.0,0,0,0,1,0,1,0,0,1600.0
6,6.0,75,3.0,1,1,1,1,1,0,0,0,1200.0
6,6.0,70,3.0,1,1,1,1,1,1,0,1,1500.0
6,2.0,75,3.0,1,1,1,1,0,0,0,0,1520.0
6,11.0,75,3.0,0,0,0,1,0,1,0,0,1000.0
6,4.0,98,3.0,1,1,1,1,0,1,0,0,1600.0
6,14.0,75,3.0,0,0,0,0,0,0,0,0,1500.0
6,4.0,85,4.0,1,1,1,1,0,0,0,0,1700.0
6,8.0,88,3.0,1,1,1,0,0,1,0,0,1700.0
6,14.0,137,5.0,1,1,1,1,0,1,0,1,1200.0
6,3.0,70,3.0,1,1,1,1,1,1,0,0,1250.0
6,4.0,80,4.0,1,1,1,1,0,1,0,0,1700.0
6,7.0,76,3.0,1,1,1,1,0,1,0,0,1200.0
6,2.0,90,4.0,1,1,1,1,0,0,0,0,1800.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1200.0
6,1.0,110,5.0,1,1,1,1,0,0,0,0,1600.0
6,1.0,75,3.0,0,0,0,0,0,0,0,0,1500.0
6,7.0,75,3.0,1,1,1,1,1,0,0,0,1000.0
6,4.0,55,2.0,1,1,1,1,0,1,0,0,1000.0
6,13.0,75,3.0,1,1,1,1,1,1,0,0,1750.0
6,14.0,75,3.0,1,1,1,1,0,1,0,0,1400.0
6,2.0,115,5.0,1,1,1,1,0,1,0,0,2200.0
6,5.0,75,3.0,1,1,1,1,0,1,0,0,1700.0
6,9.0,75,3.0,1,1,1,1,0,1,0,0,1000.0
6,5.0,115,5.0,1,1,1,1,0,1,0,0,2000.0
6,2.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,1.0,121,5.0,1,1,1,1,1,1,0,0,1800.0
6,4.0,100,4.0,1,1,1,1,0,1,0,0,2000.0
6,1.0,120,5.0,1,1,1,1,0,0,0,0,2500.0
6,1.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,2.0,85,4.0,1,1,1,1,1,1,0,0,2300.0
6,1.0,120,5.0,1,1,1,1,0,0,0,0,2500.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1500.0
6,10.0,150,5.0,1,1,1,1,0,0,0,0,2700.0
6,3.0,140,5.0,1,1,1,1,0,0,1,0,2600.0
6,4.0,70,3.0,1,1,1,1,0,0,0,0,1400.0
6,12.0,95,4.0,1,1,1,1,0,1,0,0,2000.0
6,2.0,100,4.0,1,1,1,1,0,1,0,0,2000.0
6,11.0,79,3.0,0,0,0,0,0,0,0,0,1500.0
6,3.0,75,3.0,0,0,0,0,0,0,0,0,1200.0
6,11.0,90,4.0,1,1,1,0,0,0,0,0,2150.0
6,3.0,100,5.0,1,1,1,1,0,1,0,0,1200.0
6,14.0,140,5.0,1,1,1,1,0,1,0,0,1200.0
6,5.0,82,4.0,1,1,1,0,0,0,0,0,1650.0
6,3.0,75,3.0,1,1,1,0,0,0,0,0,1100.0
6,1.0,83,4.0,1,1,1,1,0,1,0,0,1200.0
6,4.0,100,4.0,1,1,0,1,0,1,0,0,1000.0
6,7.0,76,3.0,1,1,1,1,0,0,0,0,1000.0
6,4.0,100,4.0,1,1,1,0,0,0,0,0,1500.0
6,2.0,105,3.0,1,1,1,1,0,0,0,0,1150.0
6,1.0,95,5.0,1,1,1,0,0,0,0,0,2500.0
6,14.0,137,5.0,1,1,1,1,0,1,0,0,3000.0
6,13.0,100,4.0,1,1,1,1,0,1,0,0,1800.0
6,1.0,74,3.0,1,1,1,1,0,0,0,0,1300.0
6,3.0,120,4.0,1,1,1,1,0,1,0,1,1200.0
6,2.0,80,3.0,1,1,1,1,0,1,0,0,1400.0
6,6.0,85,4.0,1,1,1,0,0,0,0,0,1500.0
6,1.0,72,3.0,1,1,1,0,0,0,0,0,1700.0
6,4.0,95,4.0,1,1,1,1,0,0,0,0,1600.0
6,7.0,65,3.0,1,1,1,1,0,1,0,0,1550.0
6,6.0,72,3.0,1,1,1,1,0,0,0,0,1800.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1500.0
6,14.0,75,3.0,1,1,1,1,0,1,1,0,1800.0
6,4.0,95,4.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,84,4.0,1,1,1,1,0,1,0,0,2400.0
6,4.0,120,4.0,1,1,1,0,0,0,0,1,1850.0
6,3.0,115,5.0,1,1,1,0,0,0,0,0,1800.0
6,6.0,85,4.0,1,1,1,0,0,0,0,0,1850.0
6,2.0,70,3.0,1,1,1,1,0,1,1,0,1700.0
6,2.0,77,3.0,1,1,1,0,0,0,0,0,1200.0
6,6.0,75,3.0,1,1,1,1,0,0,1,0,1600.0
6,5.0,115,4.0,1,1,1,1,0,1,0,0,1200.0
6,4.0,80,4.0,1,1,1,1,0,1,0,0,1800.0
6,3.0,75,3.0,1,1,1,1,1,1,0,0,1700.0
6,1.0,117,5.0,1,1,1,1,0,1,0,0,2800.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1200.0
6,2.0,115,4.0,1,1,1,1,0,1,0,0,2200.0
6,12.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,5.0,120,4.0,1,1,1,1,0,0,0,0,1400.0
6,1.0,70,3.0,1,1,1,1,0,1,0,0,1300.0
6,4.0,110,4.0,1,1,1,1,0,1,0,1,2300.0
6,10.0,75,3.0,1,1,1,0,0,0,0,0,1450.0
6,4.0,91,5.0,0,0,0,0,0,0,0,0,1700.0
6,14.0,145,5.0,1,1,1,0,0,0,0,0,3000.0
6,4.0,91,5.0,1,1,1,1,0,0,0,0,2600.0
6,4.0,82,4.0,1,1,1,0,0,0,0,0,2300.0
6,6.0,75,3.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,81,3.0,1,1,1,1,0,1,0,0,1300.0
